sat_config_name,tle_name,norad_id,horizons_id,epoch_tle,t_obs,delta_t_min,incl_deg,raan_deg,ecc,argp_deg,M_deg,mean_motion_rev_per_day,x_sgp4,y_sgp4,z_sgp4,vx_sgp4,vy_sgp4,vz_sgp4,x_true,y_true,z_true,vx_true,vy_true,vz_true,err_x,err_y,err_z,err_vx,err_vy,err_vz,err_norm,horizons_ok,line1,line2
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:18:09.054336+00:00,-1390.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,11358.011950047337,-118989.83931274954,72033.20629763333,0.5046242719529894,0.19375303800152213,-0.6975872247331489,11375.832283699858,-118992.8547252965,72013.82974229919,0.5040653830440015,0.1944044922553092,-0.6978570743705523,-17.820333652520276,3.015412546970765,19.376555334136356,0.0005588889089879201,-0.0006514542537870704,0.0002698496374033965,26.497318749873987,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:23:09.054336+00:00,-1385.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,11509.222870978398,-118930.84195060519,71823.36362370342,0.5041211890002122,0.19899611538693407,-0.7007594771871992,11526.97636546501,-118933.74696608007,71803.99665106215,0.5035603807312243,0.19964951970846384,-0.7010302155322632,-17.753494486612908,2.9050154748838395,19.366972641277243,0.0005608082689878557,-0.0006534043215297713,0.00027073834506397,26.43303445848567,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:28:09.054336+00:00,-1380.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,11660.281782243868,-118870.26923429649,71612.56836393224,0.5036098319975447,0.20425315645073305,-0.70393247030584,11677.967687511458,-118873.0636173374,71593.2115365936,0.5030471100416216,0.20490850126451565,-0.7042040908687954,-17.685905267589987,2.7943830409058137,19.356827338633593,0.0005627219559231067,-0.000655344813782599,0.00027162056295537695,26.368287512296703,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:33:09.054336+00:00,-1375.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,11811.186193061974,-118808.1169477203,71400.82028882526,0.5030901418446391,0.20952431470554084,-0.7071062476118877,11828.80380095568,-118810.80045338083,71381.47411548265,0.5025255117924579,0.21018159177446566,-0.7073787446896006,-17.61760789370601,2.683505660534138,19.34617334260838,0.0005646300521812142,-0.000657277068924822,0.00027249707771292986,26.30315063882542,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:38:09.054336+00:00,-1370.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,11961.933594754906,-118744.38082844338,71188.11915582424,0.5025620584149199,0.21480974530523486,-0.7102808526559689,11979.48215802626,-118746.95323525071,71168.7842046981,0.5019955260526219,0.21546894490267918,-0.7105542196274952,-17.548563271353487,2.5724068073322996,19.334951126147644,0.0005665323622979779,-0.0006591995974443154,0.00027336697152635647,26.23756247675504,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:43:09.054336+00:00,-1365.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12112.521460439211,-118679.05656720533,70974.46470929828,0.5020255205392923,0.2201096050726299,-0.7134563290181121,12130.00027382863,-118681.51764331064,70955.14149406174,0.5014570915658418,0.22077071882062616,-0.7137305600513297,-17.478813389418065,2.461076105304528,19.32321523653809,0.0005684289734504411,-0.000661113747996267,0.0002742310332176645,26.171596439189162,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:48:09.054336+00:00,-1360.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12262.947244736757,-118612.1398074108,70759.85668053488,0.5014804659894283,0.22542405252780928,-0.7166327203093116,12280.35556407165,-118614.48934537174,70740.54577485274,0.5009101463036874,0.2260870705519047,-0.7169078086544332,-17.40831933489244,2.349537960937596,19.31090568214131,0.0005703196857409498,-0.0006630180240954076,0.00027508834512157687,26.105190843202703,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:53:09.054336+00:00,-1355.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12413.208383414649,-118543.62614461975,70544.2947877304,0.5009268314607938,0.2307532479166942,-0.7198100701730356,12430.545486185723,-118545.86393524957,70524.99673944058,0.5003546269456066,0.23141816097617446,-0.7200860094394494,-17.33710277107457,2.2377906298206653,19.29804828981287,0.0005722045151871358,-0.000664913059480271,0.00027593926641389377,26.038385264713785,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T10:58:09.054336+00:00,-1350.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12563.302293091521,-118473.51112602172,70327.77873597978,0.5003645525551481,0.2360973532404776,-0.7229884222866979,12580.567478496092,-118475.63695753396,70308.49406643063,0.49979046907241337,0.2367641527397437,-0.7232652064456604,-17.26518540457073,2.125831512239529,19.2846695491462,0.0005740834827347441,-0.0006667994992660964,0.0002767841589624842,25.97121996157284,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:03:09.054336+00:00,-1345.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12713.226370869424,-118401.79024990792,70110.30821726669,0.49979356376278206,0.2414565322853277,-0.7261678203630889,12730.418899424449,-118403.80393637139,70091.03750863402,0.4992176073811337,0.24212520811829097,-0.7264454424661482,-17.192528555024182,2.0136864634696394,19.270708632669994,0.0005759563816483682,-0.0006686758329632614,0.0002776221030592607,25.903632611928092,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:08:09.054336+00:00,-1340.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,12862.977994042427,-118328.458965127,69891.88291045206,0.4992137984441743,0.24683095065300614,-0.7293483081517442,12880.09716801405,-118330.3603084218,69872.62668937293,0.49863597513428176,0.2475014940740234,-0.7296267620363025,-17.11917397162324,1.901343294797698,19.256221079122042,0.0005778233098925334,-0.0006705434210172445,0.0002784538845582718,25.835697668988907,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:13:09.054336+00:00,-1335.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13012.554519734094,-118253.51267053616,69672.50248126336,0.4986251888113655,0.25222077579181384,-0.732529929440287,13029.599602883512,-118255.30149934847,69653.26133567744,0.49804550475553755,0.252893176536996,-0.7328092080242687,-17.045083149418133,1.7888288123067468,19.24114558592555,0.0005796840558279781,-0.0006724007451821556,0.00027927858398169025,25.767352435768387,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:18:09.054336+00:00,-1330.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13161.953284544568,-118176.94671444387,69452.16658228282,0.4980276659088606,0.25762617702818946,-0.7357127280557004,13178.923582346299,-118178.62284451876,69432.94104411836,0.4974461271868339,0.25830042620090105,-0.7359928250428535,-16.97029780173034,1.6761300748912618,19.225538164464524,0.0005815387220267088,-0.0006742491727115829,0.00028009698715303344,25.698671896046505,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:23:09.054336+00:00,-1325.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13311.171604202531,-118098.75639404036,69230.87485293466,0.49742115959407607,0.2630473255989868,-0.738896747865562,13328.066383653158,-118100.31966897399,69211.66551616091,0.49683777250253147,0.26372341277010214,-0.7391776560362118,-16.89477945062754,1.5632749336218694,19.20933677375433,0.000583387091544596,-0.000676087171115336,0.0002809081706497407,25.629592671186707,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:28:09.054336+00:00,-1320.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13460.206773194632,-118018.93695481986,69008.62691947447,0.4968055985173646,0.26848439468429947,-0.7420820327792166,13477.02534308318,-118020.38720445358,68989.43432141209,0.4962203692452972,0.2691623108028414,-0.7423637457018865,-16.818569888548154,1.4502496337227058,19.192598062378238,0.0005852292720673891,-0.0006779161185419547,0.00028171292266987447,25.56019048207772,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:33:09.054336+00:00,-1315.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13609.056064431381,-117937.48358998947,68785.42239497443,0.49618091010147947,0.2739375594411313,-0.7452686267489002,13625.797695271,-117938.82067297473,68766.24713544974,0.49559384505958193,0.27461729391577655,-0.7455511370687163,-16.741630839618665,1.3370829852647148,19.17525952469441,0.0005870650418975387,-0.0006797344746452549,0.00028251031981618713,25.490401564489698,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:38:09.054336+00:00,-1310.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13757.716728849096,-117854.39143987307,68561.26087931171,0.4955470205206891,0.27940699703747834,-0.7484565737708019,13774.380712817238,-117855.61521170096,68542.10353138555,0.49495812609378587,0.28008853992153304,-0.7487398744901389,-16.66398396814111,1.223771827892051,19.157347926156945,0.0005888944269032415,-0.0006815428840546978,0.0002833007193370207,25.420266692956545,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:43:09.054336+00:00,-1305.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,13906.185995034639,-117769.65559130226,68336.14195915477,0.49490385467934306,0.28489288668720747,-0.7516459178860679,13922.771646020876,-117770.7659034182,68317.00306845189,0.49431313722101533,0.28557622869095634,-0.7519300023675025,-16.585650986236942,1.1103121159394505,19.138890702888602,0.0005907174583277275,-0.0006833420037488658,0.00028408448143457665,25.349827395254195,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:48:09.054336+00:00,-1300.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14054.461068846973,-117683.27107699645,68110.065207949,0.49425133618991857,0.29039540968566874,-0.7548367031817459,14070.967662698204,-117684.26781115818,68090.94538344424,0.4936588022830903,0.2910805399632469,-0.7551215638622505,-16.50659385123072,0.9967341617302736,19.119824504756252,0.0005925339068282853,-0.0006851302775781609,0.000284860680504595,25.279019139423223,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:53:09.054336+00:00,-1295.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14202.539133027289,-117595.2328749317,67883.03018590392,0.4935893873505705,0.29591474944597584,-0.7580289737916606,14218.965987128317,-117596.11589730733,67863.92997892282,0.4929950434590394,0.29660165854304676,-0.7583146038941159,-16.426854101027857,0.8830223756376654,19.100206981092924,0.0005943438915311239,-0.0006869090970709202,0.0002856301024553032,25.20791881320081,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T11:58:09.054336+00:00,-1290.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14350.417346793167,-117505.53590770096,67655.03643997821,0.49291792912217264,0.30145109153600197,-0.7612227738972309,14366.763740632296,-117506.30511579082,67635.95646577637,0.49232178194432286,0.3021397684308921,-0.7615091657171578,-16.346393839128723,0.7692080898559652,19.07997420184256,0.0005961471778497818,-0.0006886768948901056,0.0002863918199268456,25.13646132955836,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:03:09.054336+00:00,-1285.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14498.092845438376,-117414.17504186097,67426.08350386552,0.4922368811047825,0.3070046237161663,-0.7644181477282099,14514.358100110176,-117414.83031673999,67407.02431939947,0.49163893721440327,0.30769505879042813,-0.7647052943496766,-16.265254671799994,0.6552748790127225,19.059184466052102,0.0005979438903792045,-0.0006904350742618082,0.0002871466214666718,25.064724359477374,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:08:09.054336+00:00,-1280.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14645.562739927029,-117321.14508726711,67196.17089798008,0.49154616151354846,0.3125755359780007,-0.7676151395633585,14661.746138688408,-117321.68634242096,67177.13312484567,0.4909464277246109,0.3132677180312501,-0.7679030331393583,-16.183398761379067,0.5412551538465777,19.037773134405143,0.0005997337889375731,-0.0006921820532493905,0.00028789357599978693,24.992642087791545,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:13:09.054336+00:00,-1275.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14792.824116465486,-117226.44079639929,66965.29812944138,0.4908456871540824,0.31816402058344234,-0.7708137937310466,14808.924983985093,-117226.86792820894,66946.28233067761,0.4902441701515852,0.3188579398209499,-0.7711024272004163,-16.100867519606254,0.42713180965802167,19.015798763764906,0.000601517002497165,-0.0006939192375075565,0.00028863346936969236,24.920292516155108,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:18:09.054336+00:00,-1270.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,14939.874036084459,-117130.0568636729,66733.4646920596,0.49013537339719837,0.32377027210500486,-0.7740141546097682,14955.891659633395,-117130.36980178072,66714.47149547153,0.4895320801105919,0.3244659171492955,-0.7743035199849129,-16.01762354893617,0.31293810781789944,18.993196588067804,0.0006032932866064655,-0.0006956450442906492,0.00028936537514467897,24.84760976528225,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:23:09.054336+00:00,-1265.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,15086.709534180056,-117031.98792474218,66500.67006632088,0.48941513415314375,0.32939448746663685,-0.7772162666285887,15102.643222644672,-117032.18659424984,66481.70007209932,0.48881007147568795,0.3300918475945848,-0.7775063562764664,-15.933688464616353,0.1986695076629985,18.969994221552042,0.0006050626774558032,-0.0006973601279479658,0.0002900896478776893,24.774635787967522,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:28:09.054336+00:00,-1260.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,15233.32762011181,-116932.22855578316,66266.91371937061,0.48868488184502706,0.3350368659857165,-0.7804201742675052,15249.176703936451,-116932.3128763852,66247.96749952003,0.4880780566284136,0.3357359311390396,-0.7807109809113779,-15.849083824641639,0.08432060203631409,18.946219850578927,0.0006068252166134824,-0.0006990651533230752,0.0002908066438727097,24.701413212019187,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:33:09.054336+00:00,-1255.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,15379.725276725027,-116830.773272772,66032.19510499986,0.4879445273818031,0.34069760941560273,-0.7836259220577103,15395.48904920938,-116830.7431989778,66013.27329713585,0.48733594673038394,0.34139836793584555,-0.7839174374918849,-15.763772484353467,-0.030073794201598503,18.921807864011498,0.0006085806514191661,-0.0007007585202428168,0.0002915154341746051,24.62787526795855,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
CHANDRA,CXO,25867,-151,2025-11-29T09:28:09.054336+00:00,2025-11-28T12:38:09.054336+00:00,-1250.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,15525.899459896014,-116727.61653074663,65796.51366362868,0.4871939801305163,0.34637692198923914,-0.7868335545817838,15541.57725553975,-116727.47199807427,65777.61684572928,0.48658365100717177,0.3470793636404349,-0.7871257713857417,-15.677795643736317,-0.14453267236240208,18.89681789939641,0.0006103291233445218,-0.0007024416511957621,0.00029221680395785654,24.554101340979397,True,1 25867U 99040B   25333.39454924  .00000722  00000+0  00000+0 0  9995,2 25867  52.7584 123.0489 8164697 310.7158   0.2585  0.37803381 16565
