epoch_utc,epoch_jd_tdb,incl_deg,raan_deg,ecc,argp_deg,M_deg,mean_motion_rev_per_day,sgp4_x_km,sgp4_y_km,sgp4_z_km,sgp4_vx_km_s,sgp4_vy_km_s,sgp4_vz_km_s,true_x_km,true_y_km,true_z_km,true_vx_km_s,true_vy_km_s,true_vz_km_s
1999-12-20 19:30:15.930432,2451533.3134272452,98.2456,68.9539,0.0021707,173.6362,186.5192,14.67351722,2595.8239316844288,6553.701044755017,477.16752713728613,0.8135053733832975,-0.8738175561970986,7.40953399399214,2537.5556752286075,6050.773229730769,-2622.1070818956596,0.9997629005499925,2.5906031591024274,6.971780151732881
1999-12-20 21:08:27.805632,2451533.3816202455,98.2447,69.023,0.002179,172.9838,187.1673,14.67336721,2587.840300307034,6557.001740462742,476.28736209559156,0.8147233592703674,-0.8720811931810188,7.409550731855735,2529.3497005394925,6053.138090193429,-2624.241550025335,1.0004395321100024,2.592495898703813,6.9711329831812
1999-12-20 21:08:27.807360,2451533.3816202655,98.2447,69.0236,0.0021552,172.5237,187.628,14.67345738,2587.6812572310646,6556.83843059604,476.17544746698786,0.8147601225545194,-0.8720871649880908,7.409764807457004,2529.3514313143532,6053.142575265776,-2624.2294898148275,1.0004345811189062,2.5924840501207633,6.971138120579685
1999-12-21 05:19:26.299488,2451533.7225750354,98.2453,69.366,0.0021862,172.1099,188.0472,14.67343707,2548.566746349126,6572.326251247247,476.54107181266596,0.819810954334259,-0.8677116307261624,7.409511998492036,2490.005894620079,6067.213487700486,-2629.915597626984,1.0026203638472382,2.597391824899203,6.968762832554074
1999-12-21 11:52:13.128096,2451533.995339256,98.2452,69.6406,0.0021846,171.1332,189.027,14.67345218,2516.9980414082174,6584.412458349853,476.41129854160863,0.8239076779911346,-0.8639036131423675,7.409577989554332,2458.2148999204487,6077.996499851706,-2634.8400452933984,1.0044923481243087,2.6018140256187183,6.966891494652052
1999-12-21 21:41:23.419392,2451534.404486146,98.2452,70.0523,0.0021867,169.8098,190.3555,14.67344885,2469.5891323521755,6602.272713676337,476.3351448112325,0.8299986436369542,-0.858245781735459,7.40962987860152,2410.4700760774076,6094.1718896259235,-2641.44381870139,1.0070145942805064,2.6077793569893255,6.964345548323416
1999-12-21 23:19:35.132160,2451534.4726772658,98.2458,70.1222,0.0021889,169.6618,190.5071,14.67344786,2461.578832566117,6605.243217248346,476.6875174162935,0.8309689703128842,-0.8576564568395411,7.409584225753616,2402.5075602730735,6096.805257708461,-2642.5935228304693,1.0074512000025082,2.6088409860801574,6.963890167131813
1999-12-22 00:57:46.769760,2451534.540867516,98.2452,70.1902,0.0021851,169.2708,190.8958,14.67351005,2453.6557371745694,6608.1477287317375,476.2186773601103,0.8320595623070771,-0.8562768649066981,7.409687966976518,2394.5330850145447,6099.193358785907,-2644.146236414869,1.007969652264302,2.610337767038315,6.963317452021522
1999-12-22 05:52:21.732672,2451534.745438846,98.2448,70.3959,0.0021836,168.4986,191.6718,14.67359967,2429.888842093762,6616.819285359306,476.286415235585,0.8349891320984186,-0.8535481624537677,7.409758562726874,2370.531971283418,6106.7801416441225,-2648.1643798548043,1.009497090556298,2.6141466084072427,6.961705536508136
1999-12-22 12:25:08.484384,2451535.018202176,98.2453,70.672,0.0021812,168.0887,192.0839,14.67356885,2397.97429397866,6628.408647581131,476.3490883628307,0.8390976469508259,-0.8497089388863408,7.409780408774742,2338.6396480517874,6117.22394384427,-2652.329847640619,1.011073785402969,2.6180978363002145,6.960015966060498
1999-12-22 20:36:07.023168,2451535.359157486,98.245,71.0145,0.002184,167.0236,193.152,14.67350363,2358.2706862431355,6642.6081125773335,476.1558035082916,0.8441005575748161,-0.8447585918597588,7.409834066012925,2298.757923410836,6130.251964828013,-2657.0344143296543,1.0128628008916372,2.622625258687254,6.958069557125026
1999-12-23 04:47:05.402976,2451535.700110956,98.2452,71.3571,0.0021939,165.9371,194.2448,14.67354828,2318.5188040629587,6656.536085423943,476.326275496454,0.8489982130124419,-0.8401856565960364,7.4098262962021595,2258.6286790251456,6142.572487920452,-2662.851053865883,1.015078929235196,2.628380352546275,6.955655501418472
1999-12-23 12:58:03.818208,2451536.041064836,98.2451,71.7003,0.0021805,164.8052,195.3815,14.67355901,2278.551036765499,6670.116477037142,476.3858146799905,0.8539121146378054,-0.835437434233229,7.410002542318918,2218.523634530804,6154.864625216477,-2667.961349993041,1.0170227798787914,2.633549016382665,6.9534940442009585
1999-12-23 21:09:02.306880,2451536.3820195664,98.2448,72.0426,0.0021896,163.7762,196.4132,14.67352667,2238.6251728568545,6683.614780488693,476.15434194281664,0.858837856525602,-0.8303619844643213,7.410033860325389,2178.3740053671863,6166.989035757915,-2672.8160628938335,1.018868311139065,2.638586749468856,6.9514032948128754
1999-12-24 05:20:00.661632,2451536.7229727465,98.2447,72.3857,0.0021904,162.819,197.376,14.67355027,2198.555574491978,6696.7891822109605,476.34786825350227,0.8636456337818427,-0.825661196750597,7.410097998169493,2138.008936384595,6178.5593291919895,-2678.4541981232483,1.0210084150886014,2.6445189361075347,6.948958128666672
1999-12-24 11:52:47.356320,2451536.9957354167,98.2446,72.6602,0.0021887,161.8783,198.3209,14.67356024,2166.418897603309,6707.136875251493,476.39426087242964,0.8674987849391146,-0.8218116201750949,7.410191084053072,2105.7091037342293,6187.809288138333,-2682.5114567451037,1.0225559625403586,2.6488629226040965,6.9471461146067615
1999-12-24 21:41:57.409152,2451537.4048795467,98.2445,73.0717,0.0021928,160.6204,199.5837,14.67356031,2118.154935359423,6722.428142888611,476.34229792067885,0.8732901873403085,-0.8158510089215568,7.410282882746474,2057.180649628616,6201.443899620983,-2688.4045640057884,1.024809367590147,2.655318130423866,6.9444706857421075
1999-12-24 21:41:57.410880,2451537.4048795667,98.2445,73.0717,0.0021938,160.6205,199.5837,14.67355976,2118.1577138907564,6722.433740406935,476.34939046863394,0.873286335493203,-0.8158598900181342,7.410275292155786,2057.182422564404,6201.448493376964,-2688.3925499203856,1.0248053398461225,2.655305988647094,6.94447594934491
1999-12-25 04:14:44.045088,2451537.6776415366,98.2446,73.3462,0.0021921,159.7707,200.4371,14.67357523,2085.8993063590756,6732.396883401157,476.3743879378027,0.8771356995878616,-0.8119243745617958,7.41036781446868,2024.75318847031,6210.342503582154,-2692.2294877099775,1.0263113429246884,2.6596295404437553,6.94270495271143
1999-12-25 12:25:42.309984,2451538.018593677,98.2444,73.6892,0.0021929,158.6405,201.5722,14.67359447,2045.5249607950607,6744.635342744334,476.4099626587944,0.88187145652047,-0.8069958097783204,7.410480644276706,1984.1428973040565,6221.184315389631,-2697.192823650425,1.0282178433343876,2.6652567188872465,6.9403736943441485
1999-12-25 20:36:40.614624,2451538.359546277,98.2442,74.0319,0.0021926,157.5926,202.6238,14.67359779,2005.1035368478133,6756.63394323974,476.35050025715736,0.8866124088399687,-0.8019197339756612,7.4106023110374935,1943.557970752233,6232.050954627485,-2701.4386102998137,1.029883528846629,2.6702287489990244,6.938309520569089
1999-12-26 04:47:38.818176,2451538.7004977074,98.2447,74.3751,0.0022065,156.2829,203.9397,14.67361571,1964.5823475041277,6768.440296118866,476.3860111234678,0.8913525768203199,-0.7970319230076092,7.410645012204508,1902.8106780385708,6242.450116232679,-2706.1626276562365,1.031708972702122,2.6758338047251,6.935984748171685
1999-12-26 12:58:37.094304,2451539.041449977,98.2444,74.7177,0.0021982,155.2394,204.9872,14.67362136,1924.0279014581479,6779.881788979098,476.42193215811875,0.8960102438514731,-0.7919752054120315,7.410827104275187,1862.0563679258169,6252.74287644048,-2710.3953099377864,1.0333830011302532,2.6811115773208174,6.933841014311304
1999-12-26 21:09:35.366112,2451539.3824021975,98.2443,75.0607,0.0021992,154.143,206.0876,14.67362385,1883.3639035839533,6791.146867942978,476.3807846620336,0.9006752598205628,-0.7868451390800675,7.410959204156621,1821.2293499276361,6262.750827727645,-2714.641136290572,1.0350534169776222,2.6865399347075423,6.931657367359663
1999-12-27 05:20:33.567936,2451539.7233536076,98.2443,75.4036,0.0021987,153.1306,207.1048,14.6736355,1842.6638079094112,6802.143509318064,476.4906868698902,0.9052876045726544,-0.7818220961686031,7.411084471812929,1780.2859302997053,6272.42909977566,-2719.0827774362892,1.0367865631687407,2.6922683329958814,6.92934978778046
1999-12-27 11:53:20.113152,2451539.9961145474,98.2441,75.678,0.0022007,152.2736,207.9648,14.67364279,1810.0308286310617,6810.7877390863,476.4417789195874,0.9089659409438705,-0.7776513112767434,7.4111918507122825,1747.4880626125728,6280.054093012465,-2722.4921513997956,1.0381198864575765,2.6967566113762884,6.927517138447745
1999-12-27 20:04:18.316704,2451540.3370659775,98.244,76.0209,0.0022016,151.244,208.9978,14.67364696,1769.1933334502496,6821.36423661732,476.37260511521544,0.9135619911170662,-0.7723945861776026,7.411332491631686,1706.4603934499946,6289.4571562781475,-2726.4927444967293,1.0396924597933928,2.7021895228962802,6.925301636627519
1999-12-28 02:37:04.851552,2451540.6098267976,98.244,76.2954,0.002205,150.3067,209.9396,14.67365573,1736.4748232361235,6829.63296261902,476.46510631527656,0.9171817607585325,-0.7683600470800854,7.411435847681283,1673.5847072875122,6296.7750886091335,-2729.6949344345603,1.040961462571631,2.706632191940315,6.923505697612463
1999-12-28 04:15:16.470144,2451540.678016828,98.244,76.364,0.0022049,150.1043,210.1424,14.67365814,1728.283627578446,6831.680350818505,476.4224558338721,0.9181040563612941,-0.7672691827612325,7.411468720301908,1665.3536904744067,6298.566804249307,-2730.520740148364,1.0412883399938186,2.7077849991889615,6.923038538837295
1999-12-28 12:26:14.609760,2451541.018967518,98.2439,76.707,0.0022033,149.0177,211.2332,14.67366775,1687.3167990002532,6841.725880280612,476.45340416974165,0.9226201241329497,-0.7620648704158719,7.411637243538448,1624.1916848920503,6307.453029249724,-2734.4670597794407,1.0428525268503634,2.7133893137842806,6.9207508730732705
1999-12-28 17:20:49.495776,2451541.2235379578,98.2438,76.9126,0.0022034,148.3946,211.8587,14.67367204,1662.7333599443652,6847.639104319876,476.4650307257597,0.9253096818179789,-0.7589188452065098,7.411730693589816,1599.4720021439953,6312.692889483649,-2736.7688175679978,1.0437638004567644,2.716724682354239,6.919382406240094
1999-12-29 01:31:47.643168,2451541.5644887383,98.2439,77.2557,0.0022162,147.32,212.938,14.67367766,1621.6759336903176,6857.373726811038,476.4579282587793,0.9297927162837348,-0.7536773093155265,7.41181379259941,1558.248026902472,6321.28580307086,-2740.3601234658904,1.045225072501774,2.722147710930281,6.917192961821583
1999-12-29 01:31:47.644032,2451541.564488748,98.2439,77.2557,0.0022162,147.32,212.938,14.67367766,1621.6759159274375,6857.373741209261,476.45778666242376,0.9297927513830974,-0.7536771608953144,7.411813802939186,1558.2480088182751,6321.285755972734,-2740.360243145675,0.8952881979982145,2.3316562380360524,5.924923597379443
1999-12-29 01:31:47.649216,2451541.564488808,98.2439,77.2557,0.0022166,147.3164,212.9421,14.67367767,1621.6833097920148,6857.369678779913,476.5137103690301,0.9297780890284264,-0.7537380470180594,7.411807791511731,1558.256324850017,6321.307970285595,-2740.30865740985,1.0553448762560935,2.7504318652200164,6.97219949536266
1999-12-29 04:48:10.879488,2451541.700868788,98.2439,77.3929,0.0022165,146.9064,213.353,14.67368147,1605.234004799869,6861.172802642461,476.4427353822367,0.9315840511537333,-0.751539399763134,7.411878120948498,1541.730021591857,6324.629026043342,-2741.8311717350753,1.0458210899078515,2.724395696410588,6.916287678400276
1999-12-29 12:59:08.998368,2451542.041819238,98.2438,77.7357,0.0022133,145.8337,214.4297,14.67368839,1564.1173211224802,6870.454753768381,476.48525404523656,0.9360126475900297,-0.7462549942151139,7.412068087531961,1500.4209215225555,6332.854195518927,-2745.3236481551985,1.0472555681423905,2.729915399036839,6.914080070532912
1999-12-29 21:10:07.153536,2451542.3827701085,98.2436,78.0784,0.002211,144.8145,215.4521,14.67369021,1522.9513381939012,6879.50697162722,476.45413180770015,0.9404158905949701,-0.7408521178931656,7.412254454459924,1459.0926367733637,6340.922179262125,-2748.5192250134833,1.0486074438113044,2.7352565146822627,6.9119662548672025
1999-12-30 05:21:05.194656,2451542.7237196583,98.2437,78.4216,0.0022123,143.7465,216.524,14.67370078,1481.681329289986,6888.325386964209,476.4624284295401,0.9448175267472545,-0.735487660660647,7.412424460625555,1417.6202441822827,6348.526349247179,-2752.2126489146235,1.05007366823102,2.7412242677476866,6.909592188286911
1999-12-30 11:53:51.707904,2451542.9964802284,98.2436,78.6959,0.0022062,142.8801,217.3934,14.67370289,1448.6564081260783,6895.1505217035365,476.51707008509595,0.948292427642814,-0.7312002763415418,7.412606860901567,1384.5071015113501,6354.689920767163,-2754.4860076100895,1.0510738256370096,2.745358852625544,6.907945546142377
1999-12-30 20:04:49.814688,2451543.3374305386,98.2435,79.0386,0.0022014,141.8569,218.4197,14.67370651,1407.34773059721,6903.484253041208,476.5146419518545,0.952622869994312,-0.7257394732279392,7.412815817620274,1343.0198818624278,6362.002747489048,-2757.708609715588,1.052388395285549,2.751033976273587,6.9056766494436586
1999-12-31 05:53:59.476128,2451543.7465701387,98.2433,79.4499,0.0022129,140.6339,219.6478,14.67371447,1357.7245156833326,6913.240487812625,476.5326842460955,0.9577380095898982,-0.7192377215861756,7.412972086671138,1293.1275140016028,6370.384269059655,-2761.654573721558,1.053980643787084,2.7580873118945948,6.902887101995801
1999-12-31 12:26:45.917664,2451544.019329879,98.2433,79.7243,0.0022115,139.7833,220.5012,14.67371911,1324.5716172551627,6919.495272781307,476.54511864092956,0.9611576361427422,-0.7148524409044013,7.413135775548124,1259.8252322467483,6375.861857617258,-2764.0935478534557,1.054983477911438,2.762652822753488,6.901030177200496
1999-12-31 23:54:07.227936,2451544.496659859,98.2435,80.2042,0.0022,138.2411,222.0476,14.67372339,1266.5122932271463,6929.9939372846,476.5601508527295,0.9671322037131762,-0.7071080535797009,7.413484508345395,1201.3945590597095,6384.947727618438,-2768.7016926500405,1.0567643743101125,2.771150015430095,6.897548711726382
2000-01-01 03:10:30.452160,2451544.6330397693,98.243,80.342,0.0022266,138.1702,222.1145,14.67369966,1249.7575693513197,6933.216331801724,475.7909087337993,0.9688705360603163,-0.7040870379825308,7.413413226130892,1184.70181756276,6387.467784453884,-2769.9013606890503,1.0572559449766314,2.77351623945359,6.896622048052691
2000-01-01 04:48:42.154560,2451544.701230769,98.2432,80.4107,0.0022243,137.8245,222.4664,14.6737039,1241.5154383981553,6934.568844568226,476.43081548608376,0.9696178716658939,-0.7036783905149565,7.413442713507226,1176.431163808947,6388.934282590527,-2769.843627076453,1.0574055425489712,2.7740268003238895,6.896484241193472
2000-01-01 12:59:40.114464,2451545.042179379,98.2432,80.7537,0.0022238,136.7628,223.5334,14.67372185,1199.9759946367033,6941.63610029194,476.671814245303,0.9737604239593943,-0.698360404042932,7.413638087839402,1134.6760078901698,6395.00694702194,-2772.789256566637,1.058604059574944,2.779990000070264,6.894127264186466
2000-01-01 22:48:49.724928,2451545.4513183893,98.243,81.1649,0.0022291,135.608,224.6912,14.6737226,1150.0764245832233,6949.87254847762,476.54833503481075,0.9787284327975893,-0.6915061190270406,7.413853142516895,1084.6239666704193,6402.258342858279,-2775.5235114012194,1.0598636850839092,2.786438187520448,6.891562467420846
2000-01-02 05:21:36.067968,2451545.7240769896,98.243,81.4393,0.0022251,134.815,225.4868,14.67373365,1116.7597556337992,6955.110459989464,476.6114388896824,0.9820211058605138,-0.6870372704490745,7.414032351710521,1051.1748540479787,6406.808704718007,-2777.44109844105,1.060733047943928,2.7909872862137064,6.8897916161989015
2000-01-02 11:54:22.443840,2451545.9968359694,98.243,81.7137,0.0022272,133.9466,226.358,14.67373962,1083.4128753343557,6960.206094739612,476.61338932660084,0.9852950136438936,-0.6825313837884454,7.4142011762219315,1017.6998988396491,6411.185529454343,-2779.384968291999,1.0615970530600274,2.795589069129495,6.887987927886705
2000-01-02 21:43:32.024064,2451546.40597463,98.243,82.1252,0.0022331,132.6843,227.6234,14.67374246,1033.345298406669,6967.578197599458,476.4772240897982,0.9901852505912537,-0.6755976905231246,7.414446803675835,967.4935343961125,6417.605971091749,-2781.8637202766613,1.0628147833732724,2.802148443871682,6.885422803613036
2000-01-03 04:16:18.345504,2451546.6787329796,98.2434,82.3995,0.0022313,131.764,228.5476,14.67375377,999.9750018624322,6972.220207768516,476.64740898592777,0.9934385505693886,-0.6712274194661689,7.414634530175284,933.9339543123831,6421.533099487637,-2783.830959758749,1.0636528104196585,2.8069616585329342,6.8835286718690245
2000-01-03 15:43:39.422496,2451547.15606026,98.2434,82.8799,0.0022353,130.2909,230.0254,14.67376536,941.4462488866238,6980.047809757553,476.67231061678297,0.9990307803548824,-0.6632328802622349,7.414936435884633,875.1885168850247,6428.162869941144,-2786.8566192252106,1.065007517433117,2.8151437146440688,6.8803278844241005
2000-01-03 20:38:14.195328,2451547.36062939,98.2433,83.0855,0.0022345,129.6795,230.6381,14.67376623,916.3703037803823,6983.245209412704,476.63521596486913,1.0014021520210257,-0.6597247958838373,7.41508044583368,850.0327606842076,6430.976456439198,-2787.8286013546744,1.0655288842346309,2.8183736339412677,6.879071941601605
2000-01-04 04:49:12.080928,2451547.70157714,98.2434,83.4285,0.0022337,128.6594,231.6613,14.67377467,874.5298282383442,6988.3663848157075,476.68647434132725,1.0053501388032178,-0.6539786913346078,7.415308589526781,808.0215704030727,6435.289748330364,-2789.803425444595,1.066433272691138,2.8242302596720443,6.876783453273198
2000-01-04 13:00:09.973440,2451548.04252497,98.2434,83.7716,0.0022345,127.5858,232.7379,14.67378106,832.6416615172753,6993.233774686483,476.698918644439,1.009257906072976,-0.6481795400032497,7.415549263915026,765.9873569797251,6439.3745642565555,-2791.6810152682106,1.067298051625067,2.8300805194969327,6.874490964400102
2000-01-04 21:11:07.869408,2451548.3834728403,98.2434,84.1145,0.0022413,126.5233,233.8028,14.67378428,790.7356047097574,6997.881466484268,476.5816693585987,1.013139140273787,-0.6422492312571697,7.415773699410038,723.9236276821866,6443.230525142193,-2793.4793979935866,1.068126478135805,2.835942496318054,6.872188530450667
2000-01-05 03:43:54.210720,2451548.6562314206,98.2434,84.3888,0.0022442,125.6989,234.6308,14.67378718,757.2276819624659,7001.390827512519,476.734017073168,1.0161936703344079,-0.637730600107796,7.4159437117285965,690.301603027641,6446.252511848392,-2794.552803243614,1.0687347911475051,2.8403526000492865,6.870493173212301
2000-01-05 05:22:05.785248,2451548.7244209405,98.2434,84.4574,0.0022444,125.4829,234.8473,14.67378822,748.8385954306348,7002.242574512709,476.7273454045383,1.0169604579737508,-0.6365487735215545,7.4159945230976705,681.8831964177164,6446.958233720598,-2794.869863118587,1.0688906267396783,2.841521180188575,6.870041658925365
2000-01-05 11:54:52.095456,2451548.9971791604,98.2435,84.7318,0.0022411,124.6381,235.6937,14.6737909,715.2738933980175,7005.537391251335,476.7094874381899,1.020030485152878,-0.6317936307725348,7.4162090436755275,648.2141237106534,6449.697475580214,-2796.0752492329852,1.0694983156816968,2.846174529763329,6.868230274984623
2000-01-05 21:44:01.561632,2451549.4063165006,98.2435,85.1432,0.0022451,123.3823,236.9488,14.67378978,664.8614979843128,7010.24799773613,476.2156303542203,1.0246106692765622,-0.6241785807878887,7.41653059859915,597.6454424775352,6453.41130993629,-2798.0548808069025,1.070401309049882,2.8534787972855553,6.86538594461914
2000-01-06 04:16:47.924544,2451549.679075331,98.2435,85.4175,0.0022455,122.5376,237.8002,14.67379374,631.3559034510819,7013.098356184099,476.7879823767261,1.0275491699623986,-0.620035474542982,7.41669369365419,563.9995780638167,6455.9234604893945,-2798.7439389730503,1.0709210837923444,2.8577801865887524,6.8637632702440925
2000-01-06 09:11:22.634304,2451549.883643731,98.2435,85.6232,0.002245,121.895,238.4439,14.67379649,606.1566383868574,7015.163556170431,476.751724051664,1.029786721106003,-0.616414390582845,7.416856704900703,538.7132492287296,6457.590351373722,-2799.4973162922474,1.07132027187108,2.8613051596128334,6.862405909781369
2000-01-06 19:00:32.055552,2451550.292780551,98.2435,86.0347,0.0022449,120.6131,239.7285,14.67380169,555.7347173309228,7019.019446451743,476.7402598454691,1.0342192453619063,-0.609211519217573,7.417177088420461,488.12660632945824,6460.669554765567,-2800.9021026262103,1.0720801009525391,2.868373144605487,6.8596879402417885
2000-01-07 04:49:41.478528,2451550.7019173913,98.2435,86.4462,0.0022456,119.3317,241.0135,14.67380671,505.30450508678626,7022.5028276358435,476.84208319060417,1.0385929524182542,-0.6020965452591326,7.417490342267304,437.53851458470837,6463.470518745779,-2802.017903134079,1.0727781121084892,2.875305167536776,6.857042244046665
2000-01-07 09:44:16.171008,2451550.906485591,98.2435,86.6518,0.0022439,118.6862,241.6587,14.67380833,480.0674343034882,7024.117353818473,476.66741086767325,1.0407788301617922,-0.5982724830522269,7.417673416203524,412.22243182362035,6464.702563349901,-2802.6160205736114,1.073113164991306,2.878878437775475,6.855667763821871
2000-01-07 19:33:25.616448,2451551.3156226915,98.2434,87.0632,0.0022405,117.39,242.9582,14.67381102,429.6211711508343,7027.03440905778,476.802314765036,1.0450663966976759,-0.5911121454677543,7.418009508549069,361.62452929955805,6467.011299852047,-2803.4593099982417,1.0737256160096222,2.8857897723216133,6.853037391919392
2000-01-08 05:22:34.992768,2451551.7247589915,98.2434,87.4748,0.0022413,116.1132,244.2374,14.67381593,379.11433801886255,7029.6148435334935,476.7937800652986,1.0493251181853374,-0.5837803222775688,7.418338832967611,310.9591781403755,6468.854776771943,-2804.4696243452536,1.074308189877221,2.893048299733249,6.850275192544432
2000-01-08 08:38:58.125408,2451551.8611378414,98.2433,87.6118,0.0022412,115.6912,244.6604,14.67381725,362.30361567260553,7030.389904187944,476.8238091031522,1.0507168428316491,-0.5813634091298127,7.418449121996862,294.0854653566188,6469.44855368663,-2804.6497670013437,1.0744836541226706,2.89533085427132,6.849404371822033
2000-01-08 20:06:19.097856,2451552.338463912,98.2433,88.092,0.0022409,114.2091,246.1446,14.6738195,303.3488756098789,7032.799067214016,476.76975053175954,1.0556044168442114,-0.5726903810953942,7.418843967165511,235.0068657921276,6471.18553199627,-2805.269265007525,1.0750536744253119,2.903462127580368,6.846304957512685
2000-01-09 04:17:16.891872,2451552.679410602,98.2433,88.4349,0.0022399,113.1382,247.2186,14.67382448,261.2715964614275,7034.192203031809,476.9450849030701,1.0590437284369218,-0.5666928969843977,7.419119166585248,192.77265931830618,6472.072696469622,-2805.7602316695475,1.0754279989959399,2.909465915206387,6.844024211024138
2000-01-09 09:11:51.558432,2451552.883978502,98.2433,88.6407,0.0022404,112.4992,247.8589,14.67382735,236.00403720510388,7034.915976151605,476.9734608936783,1.0610938301180077,-0.5630049672406453,7.419286825558615,167.4425720755433,6472.527915712389,-2805.9195698306366,1.075634443044666,2.9129789666062975,6.842695296020281
2000-01-09 17:22:49.313568,2451553.224924742,98.2433,88.9836,0.0022411,111.4338,248.9259,14.6738322,193.89128651010398,7035.922737483486,476.9616215500612,1.0644833615138138,-0.5567750938763848,7.419572978693292,125.23191191891058,6473.1126386767255,-2806.069039947238,1.075948777020601,2.918806797514286,6.840492455382188
