time_utc;tle_index;tle_epoch;dt_since_tle_s;x_sgp4_km;y_sgp4_km;z_sgp4_km;x_horizons_km;y_horizons_km;z_horizons_km;dx_km;dy_km;dz_km;error_norm_km
2025-11-26T06:09:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;3000.0;4057.5165562483644;5296.752842345024;-1297.2266123460186;4358.039650106474;4359.953808548159;-2862.490561835383;-300.52309385810986;936.7990337968649;1565.2639494893642;1848.7719684254823
2025-11-26T06:14:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;3300.0;2492.5766864358293;5602.7138952768055;-2936.5152386624345;2884.6880593236733;4099.930236488856;-4592.422040999952;-392.111372887844;1502.7836587879492;1655.906802337517;2270.272536920567
2025-11-26T06:19:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;3600.0;645.7400437173607;5275.1811449633415;-4242.894387750899;1084.9592467119269;3376.427986224396;-5802.15328287759;-439.2192029945662;1898.7531587389453;1559.2588951266907;2495.889694704478
2025-11-26T06:24:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;3900.0;-1274.0284726592888;4352.380296782796;-5069.193508919667;-837.3206465108;2272.2293170562375;-6355.742755806452;-436.70782614848883;2080.1509797265585;1286.549246886785;2484.5423700435567
2025-11-26T06:29:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;4200.0;-3050.3198224934376;2939.2533290038095;-5322.8374941216725;-2665.2953776333134;912.5720156828999;-6191.682478608609;-385.0244448601243;2026.6813133209098;868.8449844869365;2238.4308289451606
2025-11-26T06:34:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;4500.0;-4483.2774009843215;1195.2801643173532;-4975.647078731162;-4193.25305667083;-549.1508591844911;-5329.061094962885;-290.0243443134914;1744.4310235018443;353.4140162317235;1803.345552832069
2025-11-26T06:39:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;4800.0;-5411.467255408627;-683.237115675388;-4066.690270923581;-5249.165386249209;-1948.3914712559058;-3865.065292295997;-162.30186915941795;1265.1543555805179;-201.6249786275839;1291.3597764308636
2025-11-26T06:44:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;5100.0;-5729.708380375473;-2484.6952439790753;-2698.101918446207;-5713.605102717797;-3127.5129926441837;-1964.3442177249221;-16.10327765767579;642.8177486651084;-733.7577007212849;975.6404752356194
2025-11-26T06:49:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;5400.0;-5401.141695375448;-4005.613808602809;-1024.1145366215908;-5533.286844239954;-3953.290544276686;158.87845304711306;132.14514886450615;-52.32326432612308;-1182.9929896687038;1191.5000956623805
2025-11-26T06:54:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;5700.0;-4461.9774747760375;-5073.657215277844;765.9406773291812;-4727.618472243264;-4332.075897858056;2264.511116089267;265.64099746722604;-741.5813174197883;-1498.5704387600858;1692.9918339457658
2025-11-26T06:59:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;6000.0;-3017.900028072127;-5567.544534789718;2469.056428441542;-3387.066014803266;-4220.756768668046;4113.7979858323715;369.1659867311391;-1346.7877661216726;-1644.7415573908297;2157.6134045149497
2025-11-26T07:04:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;6300.0;-1232.1952009887216;-5431.178241818723;3891.880125802739;-1663.109256243896;-3631.9222300099354;5496.789867057333;430.9140552551744;-1799.2560118087877;-1604.9097412545943;2449.233430406423
2025-11-26T07:09:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;6600.0;692.9850810774124;-4680.062483362836;4872.943726589534;249.1064761964744;-2632.430019716424;6256.521334883286;443.8786048809379;-2047.6324636464124;-1383.5776082937518;2510.799458384039
2025-11-26T07:14:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;6900.0;2539.742973805927;-3399.3241878271315;5300.9953558134475;2133.1323059501788;-1335.6227737714275;6306.823973521814;406.61066785574803;-2063.701414055704;-1005.8286177083664;2331.4988676365965
2025-11-26T07:19:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;7200.0;4099.058815156965;-1733.8850223753047;5127.417265333621;3775.7475723997477;111.65631110836331;5641.856173723853;323.31124275721686;-1845.541333483668;-514.4389083902324;1942.9874841994288
2025-11-26T07:24:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;7500.0;5194.224758446888;127.85570487511085;4371.627999812117;4990.884497436105;1545.6106758740882;4336.637308162011;203.34026101078234;-1417.7549709989773;34.99069165010587;1432.6900460470845
2025-11-26T07:29:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;7800.0;5700.7710245991775;1975.0786524755595;3119.0582220999145;5640.550534297341;2803.842665244845;2538.757747254355;60.220490301836435;-828.7640127692857;580.3004748455596;1013.5210591890158
2025-11-26T07:34:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;8100.0;5560.831111452369;3598.3043040411285;1511.7876455872918;5650.644986274454;3743.7001413056546;452.02110644295914;-89.81387482208447;-145.3958372645261;1059.7665391443327;1073.4577770431242
2025-11-26T07:39:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;8400.0;4790.135019155108;4813.385189203984;-267.4571253595616;5019.786369651471;4258.664305188676;-1686.5515388755662;-229.6513504963632;554.720884015308;1419.0944135160046;1540.871168014984
2025-11-26T07:44:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;8700.0;3476.4112638923903;5482.841273652159;-2016.337317477368;3819.746756905673;4290.744839721308;-3633.975648815883;-343.33549301328276;1192.0964339308503;1617.6383313385147;2038.5600161802886
2025-11-26T07:49:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;9000.0;1769.1238864255633;5531.676774269185;-3536.391006431149;2187.1140441526118;3837.1375577477506;-5169.466072690559;-417.9901577270484;1694.5392165214348;1633.0750662594096;2390.2119362776048
2025-11-26T07:54:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;9300.0;-138.09374223436222;4955.577451968196;-4655.8537089311385;307.2141888812382;2950.216165789159;-6119.779282317322;-445.30793111560047;2005.3612861790375;1463.9255733861837;2522.4692517519748
2025-11-26T07:59:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;9600.0;-2029.8011725206316;3820.7015583743696;-5248.901498004945;-1607.4032044863397;1731.0416895961669;-6378.508156560056;-422.3979680342918;2089.6598687782025;1129.6066585551107;2412.697580227094
2025-11-26T08:04:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;9900.0;-3692.983160998632;2255.5972970330367;-5249.256081693441;-3341.0221071154147;317.5365887156487;-5917.337822414568;-351.9610538832171;1938.0607083173882;668.0817407211271;2079.9733423434186
2025-11-26T08:09:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;10200.0;-4940.490162515631;436.61776695847533;-4657.0958497132115;-4698.589363866925;-1131.0360032646508;-4788.580579244958;-241.90079864870586;1567.6537702231262;131.48472953174678;1591.6477543042308
2025-11-26T08:14:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;10500.0;-5631.534726007921;-1431.4984223660604;-3538.9396077759643;-5527.058548637589;-2451.6090971563485;-3119.214900029136;-104.47617737033124;1020.1106747902882;-419.72470774682824;1108.0207086296602
2025-11-26T08:19:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;10800.0;-5687.427786415515;-3138.112407865136;-2020.557372451011;-5732.373384006894;-3495.256742987924;-1097.1039601138152;44.94559759137974;357.1443351227881;-923.4534123371957;991.1298540606854
2025-11-26T08:24:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;11100.0;-5100.869545851816;-4490.197824463044;-273.32820772872736;-5290.382836867318;-4143.883420590407;1049.5370735621077;189.51329101550164;-346.31440387263683;-1322.8652812908351;1380.5149424203514
2025-11-26T08:29:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;11400.0;-3937.3821554817087;-5334.388150614765;1504.8728530262306;-4250.175617259401;-4323.825821829405;3077.655867991547;312.79346177769276;-1010.5623287853605;-1572.7830149653164;1895.447805204447
2025-11-26T08:34:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;11700.0;-2328.244660563302;-5574.79167898576;3112.2502574885802;-2728.9659145886344;-4014.557687909524;4757.1193365991685;400.7212540253322;-1560.2339910762362;-1644.8690791105882;2302.281893633234
2025-11-26T08:39:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;12000.0;-455.5480470465905;-5184.128477594558;4366.326721574021;-898.8324816995402;-3251.1855522998917;5897.255500264163;443.28443465294964;-1932.942925294666;-1530.9287786901423;2505.2968622249095
2025-11-26T08:44:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;12300.0;1468.7105718047108;-4206.737359574806;5124.837046690896;1033.0385302191562;-2120.353876836944;6368.710321531959;435.67204158555455;-2086.383482737862;-1243.873274841063;2467.7979837751154
2025-11-26T08:49:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;12600.0;3226.760429121281;-2753.3027576558015;5301.761511722377;2848.0046550217844;-750.213700407237;6117.988282222919;378.75577409949665;-2003.0890572485646;-816.2267705005424;2195.916175213525
2025-11-26T08:54:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;12900.0;4619.556562503789;-988.2376521297791;4876.878919452875;4340.62010464205;704.1453753832503;5173.276185822524;278.93645786173875;-1692.3830275130294;-296.3972663696486;1740.6370095025618
2025-11-26T08:59:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;13200.0;5489.103680376296;888.7316005853675;3898.06348671028;5341.666496398513;2078.1014873879567;3641.2574417394103;147.4371839777832;-1189.3698868025892;256.8060449708696;1225.6785041705198
2025-11-26T09:04:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;13500.0;5736.406718039108;2664.929294390231;2476.1329116933694;5737.290583955311;3215.9785070576636;1695.3444263212284;-0.8838659162038311;-551.0492126674326;780.7884853721409;955.6603344756322
2025-11-26T09:09:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;13800.0;5333.067607260393;4138.853013693505;772.5605655649765;5482.225811287709;3988.7477624695857;-443.66535890686663;-149.15820402731606;150.10525122391937;1216.2259244718432;1234.4979771676583
2025-11-26T09:14:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;14100.0;4324.888114829492;5143.393580588202;-1018.8995693384051;4605.34590356878;4308.951238057328;-2532.7178129824324;-280.45778873928793;834.4423425308742;1513.8182436440275;1751.1699714940387
2025-11-26T09:19:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;14400.0;2826.6612035398784;5565.19979582655;-2694.6412204444364;3206.491660755632;4140.874632537262;-4334.59267571029;-379.83045721575354;1424.325163289288;1639.9514552658534;2205.0882346600956
2025-11-26T09:24:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;14700.0;1008.6616891357887;5357.552608476756;-4064.8004771273527;1444.7476419680117;3504.512181206274;-5645.355063199035;-436.08595283222303;1853.0404272704823;1580.554586071682;2474.2842566909294
2025-11-26T09:29:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;15000.0;-923.2599830266342;4545.149572733428;-4974.887312729099;-480.21882097629936;2472.839290666752;-6317.525233176662;-443.0411620503349;2072.310282066676;1342.6379204475634;2508.671353895112
2025-11-26T09:34:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;15300.0;-2751.200378723575;3220.5865450844;-5322.847523349434;-2351.112074192132;1163.0135931094758;-6276.205068639994;-400.0883045314431;2057.572951974924;953.3575452905607;2302.7304908052292
2025-11-26T09:39:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;15600.0;-4269.4585731571615;1533.4798021461393;-5069.929149679379;-3957.331511319414;-277.0906157540865;-5526.7361388956515;-312.12706183774753;1810.5704179002257;456.8069892162721;1893.214506151825
2025-11-26T09:44:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;15900.0;-5307.068198956717;-326.23689754848743;-4244.649422950883;-5118.091476602879;-1685.3347214246628;-4153.6500744813775;-188.97672235383834;1359.0978238761754;-90.9993484695051;1375.1872519327794
2025-11-26T09:49:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;16200.0;-5746.619400136037;-2149.1426190370453;-2939.7202188149054;-5702.255575668045;-2903.1168804291874;-2311.358925094359;-44.363824467992345;753.9742613921421;-628.3612937205462;982.488295711156
2025-11-26T09:54:44.164416+00:00;0;2025-11-26T05:19:44.164416+00:00;16500.0;-5537.609995829415;-3729.4463853702805;-1302.1198231248216;-5643.097228526328;-3792.9264909664084;-207.40334072528069;105.48723269691254;63.48010559612794;-1094.7164823995408;1101.6176545906353
2025-11-26T09:58:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;0.0;-4979.117690159413;-4632.410251344467;9.985754223956185;-5187.676899045955;-4178.3469541609875;1373.584295080569;208.55920888654236;-454.06329718347934;-1363.5985408566128;1452.2642328745815
2025-11-26T10:03:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;300.0;-3739.436364016917;-5393.094030780333;1774.4567321568834;-4066.7870232079526;-4286.42663048051;3363.577534699565;327.35065919103545;-1106.6674002998234;-1589.1208025426818;1963.9694788955026
2025-11-26T10:08:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;600.0;-2076.4852660239308;-5543.315144025241;3337.496584274212;-2485.613933223078;-3909.5287715286436;4972.450769744463;409.12866719914746;-1633.7863724965978;-1634.954185470251;2347.279141019754
2025-11-26T10:13:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;900.0;-178.47791838045907;-5066.045873759247;4521.674228623024;-623.0663370677127;-3090.451707581594;6017.557918233479;444.5884186872536;-1975.5941661776533;-1495.883689610455;2517.59789964732
2025-11-26T10:18:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;1200.0;1739.7317983286346;-4015.4344015282154;5192.6723579565;1310.0036164265568;-1922.144825455809;6380.343954021681;429.7281819020777;-2093.2895760724064;-1187.6715960651818;2444.809068151187
2025-11-26T10:23:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;1500.0;3461.0600973586115;-2510.4269133749153;5274.3828052901235;3094.8262016193717;-536.9747828103488;6019.6174279356965;366.23389573923987;-1973.4521305645667;-745.2346226455729;2141.0313451250213
2025-11-26T10:28:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;1800.0;4790.58348658387;-721.2608095618963;4757.349767814334;4529.341328990516;908.2821166586091;4975.997675464856;261.242157593354;-1629.5429262205053;-218.64790765052203;1664.7716122096954
2025-11-26T10:33:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;2100.0;5577.418869321428;1149.5799393311602;3699.8939390880937;5450.855874954751;2250.018735782491;3367.376182429037;126.56299436667723;-1100.438796451331;332.5177566590569;1156.5257432378603
2025-11-26T10:38:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;2400.0;5731.926084713034;2890.0662698809924;2221.801018039224;5754.496792520295;3336.1837844444885;1375.9073494629595;-22.570707807260987;-446.1175145634961;845.8936685762644;956.591016155098
2025-11-26T10:43:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;2700.0;5236.27505006934;4302.73399352421;490.9824310934226;5405.458365894803;4043.6187589483043;-772.3713153602558;-169.18331582546307;259.11523457590556;1263.3537464536785;1300.7022671701507
2025-11-26T10:48:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;3000.0;4146.813276188844;5227.480126216809;-1295.6989630942298;4443.3480620956625;4292.329336272014;-2833.337922930484;-296.5347859068188;935.1507899447952;1537.6389598362543;1823.9444755785457
2025-11-26T10:53:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;3300.0;2587.5817048490494;5560.097858181609;-2935.2478347685274;2977.7198621976854;4054.775996833423;-4573.041333820578;-390.138157348636;1505.3218613481858;1637.7934990520507;2258.4439850501753
2025-11-26T10:58:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;3600.0;735.7061805702871;5264.030279925485;-4242.024986098656;1175.185913765653;3358.846684391047;-5794.730462652024;-439.47973319536584;1905.1835955344382;1552.7054765533676;2496.7501407833784
2025-11-26T11:03:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;3900.0;-1199.2549163810747;4373.94163500715;-5068.810469179872;-760.086735049761;2284.20094028008;-6361.10493049276;-439.1681813313137;2089.7406947270697;1292.2944613128884;2495.9787333693766
2025-11-26T11:08:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;4200.0;-2999.1596001424764;2991.087881528372;-5322.971497581775;-2609.756728395012;952.7434787755683;-6209.212378726188;-389.40287174746436;2038.3444027528035;886.2408811444129;2256.5250719126702
2025-11-26T11:13:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;4500.0;-4461.482042535325;1271.5464658278474;-4976.270261278269;-4165.65580905744;-485.3028334564832;-5356.772398259797;-295.82623347788467;1756.8492992843308;380.50213698152857;1821.7613721497846
2025-11-26T11:18:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;4800.0;-5421.480792567471;-591.1285449451116;-4067.721697902098;-5252.607893237863;-1868.0536498507436;-3899.8276071639475;-168.87289932960812;1276.925104905632;-167.89409073815068;1298.939646546766
2025-11-26T11:23:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;5100.0;-5770.392147846584;-2387.125427318038;-2699.4179555871465;-5747.689766808642;-3039.734423126468;-2002.2342615775422;-22.70238103794145;652.6089958084299;-697.1836940096043;955.2376681788448
2025-11-26T11:28:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;5400.0;-5467.89518190744;-3913.5942939315064;-1025.562738988867;-5594.159458839491;-3867.9730881463524;122.13899286340485;126.26427693205096;-45.62120578515396;-1147.701731852272;1155.5272508007629
2025-11-26T11:33:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;5700.0;-4547.249648471867;-4997.588157465072;764.5254243511847;-4808.394771597558;-4258.8592242904615;2233.074281412416;261.1451231256915;-738.7289331746106;-1468.5488570612313;1664.497809436071
2025-11-26T11:38:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;6000.0;-3112.0401637022987;-5516.03295819151;2467.83480065298;-3478.6062061562716;-4167.924352458662;4091.219743815477;366.56604245397284;-1348.1086057328484;-1623.3849431624972;2141.7623934549874
2025-11-26T11:43:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;6300.0;-1324.5472233412697;-5410.056806694447;3890.9916616565615;-1755.0518090281453;-3605.4563189206874;5485.628375264646;430.50458568687554;-1804.6004877737596;-1594.6367136080844;2446.3816887717076
2025-11-26T11:48:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;6600.0;612.8736503653228;-4691.725531476988;4872.491957666399;167.1672466059823;-2635.3298065487234;6258.044309062849;445.70640375934045;-2056.395724928265;-1385.55235139645;2519.359619886681
2025-11-26T11:53:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;6900.0;2480.938634195929;-3442.456203494426;5301.036123741971;2070.4703138641135;-1367.562850856576;6320.866053858595;410.46832033181545;-2074.89335263785;-1019.8299301166235;2348.131119247483
2025-11-26T11:58:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;7200.0;4068.219022137919;-1803.6080550465645;5127.951473198039;3739.4562768048518;54.28874903544738;5666.835717119667;328.7627453330674;-1857.8968040820118;-538.8842439216278;1962.2083746850317
2025-11-26T12:03:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;7500.0;5194.84491972652;39.43476375009164;4372.599948763792;4985.0764357847465;1469.3107291722386;4369.73241724456;209.7684839417734;-1429.875965422147;2.867531519232216;1445.1838347020632
2025-11-26T12:08:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;7800.0;5732.783837164731;1877.9796779722922;3120.3604907518215;5665.887328947246;2717.256237067224;2576.2227437519714;66.89650821748546;-839.2765590949318;544.1377469998502;1002.470036044965
2025-11-26T12:13:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;8100.0;5620.6070724063065;3503.538812327406;1513.2728791582003;5704.255963487509;3656.6464587931778;489.60917561842024;-83.64889108120224;-153.10764646577172;1023.66370353978;1038.4249931170673
2025-11-26T12:18:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;8400.0;4870.89164996627;4731.700652530565;-265.95835125809725;5095.590145594267;4181.017853470543;-1653.1037899577145;-224.69849562799664;550.6827990600223;1387.1454386996172;1509.2757956129883
2025-11-26T12:23:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;8700.0;3568.98919331107;5423.4925356897365;-2014.9949571819707;3909.145935252673;4231.307610309001;-3608.4593491331007;-340.1567419416033;1192.1849253807359;1593.46439195113;2018.9453370038482
2025-11-26T12:28:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;9000.0;1863.0380153699923;5501.373464675472;-3535.353925740853;2279.980790338859;3802.636611754667;-5154.767384653729;-416.94277496886684;1698.7368529208052;1619.4134589128762;2383.7047057003906
2025-11-26T12:33:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;9300.0;-53.45715863455085;4957.732289485413;-4655.231704916679;393.0492485496704;2944.5468398595967;-6117.551909697472;-446.50640718422125;2013.1854496258165;1462.3202047807936;2527.9762672050156
2025-11-26T12:38:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;9600.0;-1963.9853070686393;3855.060620370693;-5248.753593694489;-1538.2834140957023;1754.8392390968736;-6388.993121620794;-425.701892972937;2100.221381273819;1140.2395279263055;2427.405638348493
2025-11-26T12:43:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;9900.0;-3653.3943318298766;2318.282793680783;-5249.586032723313;-3296.399185211159;368.11850617037675;-5939.342497935222;-356.9951466187176;1950.1642875104062;689.756465211909;2099.130835439258
2025-11-26T12:48:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;10200.0;-4931.575894971528;520.5686008288337;-4657.854316525355;-4683.48011098144;-1059.364062936721;-4819.61711087356;-248.09578399008842;1579.9326637655547;161.7627943482048;1607.4532471279897
2025-11-26T12:53:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;10500.0;-5654.288739306259;-1335.738979718945;-3540.031676741064;-5543.155718445013;-2366.916170890065;-3155.780555998877;-111.13302086124622;1031.17719117112;-384.25112074218714;1106.0406284169374
2025-11-26T12:58:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;10800.0;-5739.274345674861;-3041.3426381041063;-2021.853988849704;-5777.853801196213;-3407.0887767978606;-1135.0719830044993;38.57945552135152;365.74613869375435;-886.7820058452046;960.0213217676779
2025-11-26T13:03:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;11100.0;-5175.945408876988;-4403.3458516223045;-274.6802343639347;-5360.104673697327;-4062.1937394083816;1014.4551012461876;184.15926482033865;-341.1521122139229;-1289.1353356101222;1346.1683817434619
2025-11-26T13:08:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;11400.0;-4027.1926896197006;-5267.275192597073;1503.619127930929;-4336.252122672321;-4257.850272859747;3049.426313854928;309.05943305262053;-1009.4249197373265;-1545.8071859239992;1871.8910913297782
2025-11-26T13:13:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;11700.0;-2422.6243023135435;-5535.013929160428;3111.2373482390653;-2821.6549485595033;-3971.7634097612954;4738.937858179465;399.0306462459598;-1563.2505193991328;-1627.7005099404;2291.80858561647
2025-11-26T13:18:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;12000.0;-543.8139463041633;-5176.191249715875;4365.671142857893;-987.6429807845074;-3236.419072609485;5891.182378728849;443.82903448034403;-1939.7721771063898;-1525.5112358709557;2507.3661164042933
2025-11-26T13:23:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;12300.0;1396.5478252048965;-4231.543083628091;5124.616718222659;958.1584443062337;-2135.2887987606723;6375.437952359988;438.3893808986628;-2096.254284867419;-1250.8212341373292;2480.125205685906
2025-11-26T13:28:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;12600.0;3178.868349893055;-2808.0484694467364;5302.006556047388;2795.529203790659;-793.1619624755532;6136.7613857675115;383.33914610239617;-2014.8865069711833;-834.7548297201238;2214.392052607244
2025-11-26T13:33:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;12900.0;4601.359026834173;-1066.729366647801;4877.5669876664615;4316.491337256552;638.0449768069464;5201.975452827072;284.8676895776216;-1704.7743434547474;-324.40846516061083;1758.5920547229596
2025-11-26T13:38:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;13200.0;5502.665265116012;795.383427311614;3899.1206792459407;5348.619189453133;1996.3353932984035;3676.6367961161254;154.04607566287905;-1200.9519659867894;222.48388312981524;1231.0625070593244
2025-11-26T13:43:25.455360+00:00;1;2025-11-26T09:58:25.455360+00:00;13500.0;5780.192350259014;2567.3067963687886;2477.4410731059693;5774.538321436232;3127.81514682187;1733.3961672488015;5.654028822782493;-560.5083504530812;744.0449058571678;931.5601971432467
