epoch;name;line1;line2
2025-11-26T22:21:35.365248+00:00;ISS;1 25544U 98067A   25330.93165932  .00010582  00000-0  19922-3 0  9993;2 25544  51.6311 220.7305 0003812 172.0243 188.0807 15.49107800540401
2025-11-26T17:42:54.183168+00:00;ISS;1 25544U 98067A   25330.73812712  .00011313  00000-0  21242-3 0  9997;2 25544  51.6309 221.6882 0003815 171.0984 189.0072 15.49104478540371
2025-11-26T09:58:25.455360+00:00;ISS;1 25544U 98067A   25330.41557240  .00010951  00000-0  20595-3 0  9991;2 25544  51.6311 223.2842 0003817 170.1107 189.9957 15.49096240540320
2025-11-26T05:19:44.164416+00:00;ISS;1 25544U 98067A   25330.22203894  .00010829  00000-0  20377-3 0  9995;2 25544  51.6311 224.2419 0003820 169.3460 190.7610 15.49091452540299
2025-11-25T21:35:15.221472+00:00;ISS;1 25544U 98067A   25329.89948173  .00012595  00000-0  23568-3 0  9999;2 25544  51.6312 225.8381 0003834 168.1565 191.9514 15.49084902540246
2025-11-25T21:35:15.220608+00:00;ISS;1 25544U 98067A   25329.89948172  .00012595  00000-0  23568-3 0  9998;2 25544  51.6312 225.8381 0003834 168.1565 191.9514 15.49084902540246
2025-11-25T10:44:58.483104+00:00;ISS;1 25544U 98067A   25329.44789911  .00013664  00000-0  25508-3 0  9997;2 25544  51.6313 228.0726 0003851 166.4062 193.7031 15.49072731540170
2025-11-25T04:33:23.066784+00:00;ISS;1 25544U 98067A   25329.18985031  .00014011  00000-0  26140-3 0  9999;2 25544  51.6313 229.3494 0003856 165.5942 194.5157 15.49065492540138
2025-11-24T20:48:53.618400+00:00;ISS;1 25544U 98067A   25328.86728725  .00014562  00000-0  27142-3 0  9992;2 25544  51.6314 230.9455 0003896 164.8499 195.2607 15.49056620540082
2025-11-24T20:48:53.618400+00:00;ISS;1 25544U 98067A   25328.86728725  .00014562  00000-0  27142-3 0  9992;2 25544  51.6314 230.9455 0003896 164.8499 195.2607 15.49056620540082
2025-11-24T13:04:24.007584+00:00;ISS;1 25544U 98067A   25328.54472231  .00014120  00000-0  26353-3 0  9998;2 25544  51.6316 232.5414 0003895 163.7073 196.4042 15.49046550540034
2025-11-24T05:19:54.222240+00:00;ISS;1 25544U 98067A   25328.22215535  .00013951  00000-0  26056-3 0  9996;2 25544  51.6316 234.1374 0003908 162.5046 197.6078 15.49037704539984
2025-11-24T03:47:00.254976+00:00;ISS;1 25544U 98067A   25328.15764184  .00013988  00000-0  26124-3 0  9993;2 25544  51.6317 234.4566 0003916 162.1487 197.9639 15.49035693539975
2025-11-24T02:14:06.273888+00:00;ISS;1 25544U 98067A   25328.09312817  .00014217  00000-0  26540-3 0  9996;2 25544  51.6317 234.7759 0003932 161.8932 198.2197 15.49034016539961
2025-11-23T06:06:23.877792+00:00;ISS;1 25544U 98067A   25327.25444303  .00013581  00000-0  25410-3 0  9997;2 25544  51.6318 238.9250 0003907 158.5410 201.5743 15.49011795539830
2025-11-23T04:33:29.811168+00:00;ISS;1 25544U 98067A   25327.18992837  .00013668  00000-0  25570-3 0  9992;2 25544  51.6318 239.2442 0003904 158.2569 201.8586 15.49010020539823
2025-11-22T20:48:59.357088+00:00;ISS;1 25544U 98067A   25326.86735367  .00012972  00000-0  24319-3 0  9996;2 25544  51.6318 240.8401 0003936 156.7913 203.3253 15.49000625539779
2025-11-22T06:52:52.156128+00:00;ISS;1 25544U 98067A   25326.28671477  .00015903  00000-0  29634-3 0  9995;2 25544  51.6321 243.7129 0003928 154.7163 205.4019 15.48986583539686
2025-11-22T06:52:52.156128+00:00;ISS;1 25544U 98067A   25326.28671477  .00015903  00000-0  29634-3 0  9995;2 25544  51.6321 243.7129 0003928 154.7163 205.4018 15.48986583539685
2025-11-21T20:02:32.875872+00:00;ISS;1 25544U 98067A   25325.83510273  .00014642  00000-0  27370-3 0  9995;2 25544  51.6324 245.9468 0003994 153.9795 206.1394 15.48969112539610
2025-11-21T15:23:50.203392+00:00;ISS;1 25544U 98067A   25325.64155328  .00015369  00000-0  28690-3 0  9993;2 25544  51.6325 246.9042 0004003 153.4663 206.6531 15.48962915539589
2025-11-20T20:48:58.837824+00:00;ISS;1 25544U 98067A   25324.86734766  .00014275  00000-0  26737-3 0  9990;2 25544  51.6324 250.7347 0003961 150.1460 209.9755 15.48935269539463
2025-11-20T20:48:58.836960+00:00;ISS;1 25544U 98067A   25324.86734765  .00014275  00000-0  26737-3 0  9999;2 25544  51.6324 250.7347 0003961 150.1460 209.9755 15.48935269539463
2025-11-20T13:04:27.083424+00:00;ISS;1 25544U 98067A   25324.54475791  .00013659  00000-0  25630-3 0  9991;2 25544  51.6324 252.3307 0003988 148.8281 211.2944 15.48924225539412
2025-11-20T05:19:55.100064+00:00;ISS;1 25544U 98067A   25324.22216551  .00014969  00000-0  28011-3 0  9994;2 25544  51.6325 253.9268 0004000 147.6792 212.4442 15.48916399539369
2025-11-19T07:39:24.985152+00:00;ISS;1 25544U 98067A   25323.31903918  .00014458  00000-0  26247-3 0  9995;2 25544  51.6333 258.3957 0004144  86.8503 273.2960 15.49817487539229
2025-11-19T04:33:42.650208+00:00;ISS;1 25544U 98067A   25323.19007697  .00014207  00000-0  25812-3 0  9999;2 25544  51.6333 259.0348 0004155  86.2580 273.8884 15.49812972539205
2025-11-18T20:49:26.647392+00:00;ISS;1 25544U 98067A   25322.86766953  .00013464  00000-0  24514-3 0  9991;2 25544  51.6332 260.6313 0004180  85.6954 274.4512 15.49802634539153
2025-11-18T08:26:36.689856+00:00;ISS;1 25544U 98067A   25322.35181354  .00014877  00000-0  27011-3 0  9995;2 25544  51.6332 263.1865 0004177  83.8870 276.2595 15.49788164539079
2025-11-17T21:36:37.629792+00:00;ISS;1 25544U 98067A   25321.90043553  .00014804  00000-0  26899-3 0  9996;2 25544  51.6331 265.4223 0004180  82.0364 278.1099 15.49772275539003
2025-11-17T21:36:37.628928+00:00;ISS;1 25544U 98067A   25321.90043552  .00014804  00000-0  26899-3 0  9995;2 25544  51.6331 265.4223 0004180  82.0364 278.1099 15.49772275539003
2025-11-17T13:52:20.934912+00:00;ISS;1 25544U 98067A   25321.57802008  .00016042  00000-0  29087-3 0  9995;2 25544  51.6331 267.0194 0004182  81.0565 279.0897 15.49761331538952
2025-11-17T13:52:20.934048+00:00;ISS;1 25544U 98067A   25321.57802007  .00016042  00000-0  29087-3 0  9994;2 25544  51.6331 267.0194 0004182  81.0565 279.0897 15.49761331538952
2025-11-17T07:40:55.420032+00:00;ISS;1 25544U 98067A   25321.32008588  .00017447  00000-0  31567-3 0  9995;2 25544  51.6331 268.2969 0004176  80.2379 279.9081 15.49753355538919
2025-11-17T04:35:12.613344+00:00;ISS;1 25544U 98067A   25321.19111821  .00017975  00000-0  32502-3 0  9991;2 25544  51.6331 268.9357 0004176  79.7820 280.3640 15.49748902538897
2025-11-16T08:28:03.500256+00:00;ISS;1 25544U 98067A   25320.35281829  .00017169  00000-0  31117-3 0  9990;2 25544  51.6328 273.0879 0004159  76.5981 283.5471 15.49717811538761
2025-11-16T08:28:03.500256+00:00;ISS;1 25544U 98067A   25320.35281829  .00017169  00000-0  31117-3 0  9990;2 25544  51.6328 273.0879 0004159  76.5981 283.5471 15.49717811538761
2025-11-16T03:49:28.876800+00:00;ISS;1 25544U 98067A   25320.15936200  .00017419  00000-0  31564-3 0  9992;2 25544  51.6329 274.0463 0004170  75.9612 284.1840 15.49711614538738
2025-11-15T09:15:09.665856+00:00;ISS;1 25544U 98067A   25319.38552854  .00013221  00000-0  24188-3 0  9995;2 25544  51.6327 277.8788 0004161  73.2410 286.9034 15.49683527538617
2025-11-14T13:07:57.700704+00:00;ISS;1 25544U 98067A   25318.54719561  .00013278  00000-0  24309-3 0  9999;2 25544  51.6328 282.0308 0004169  69.9599 290.1838 15.49658592538480
2025-11-14T05:23:38.944320+00:00;ISS;1 25544U 98067A   25318.22475630  .00013472  00000-0  24659-3 0  9994;2 25544  51.6329 283.6283 0004195  68.4296 291.7139 15.49650045538438
2025-11-13T21:39:20.016864+00:00;ISS;1 25544U 98067A   25317.90231501  .00020623  00000-0  37295-3 0  9991;2 25544  51.6330 285.2246 0004163  68.1997 291.9434 15.49643762538389
2025-11-13T09:16:25.350528+00:00;ISS;1 25544U 98067A   25317.38640452  .00019086  00000-0  34614-3 0  9995;2 25544  51.6331 287.7803 0004165  65.1573 294.9849 15.49618030538300
2025-11-13T09:16:25.349664+00:00;ISS;1 25544U 98067A   25317.38640451  .00019086  00000-0  34614-3 0  9994;2 25544  51.6331 287.7803 0004165  65.1573 294.9849 15.49618030538300
2025-11-13T04:37:49.663488+00:00;ISS;1 25544U 98067A   25317.19293592  .00019765  00000-0  35825-3 0  9992;2 25544  51.6333 288.7385 0004163  64.5254 295.6165 15.49608679538278
2025-11-12T22:26:21.947136+00:00;ISS;1 25544U 98067A   25316.93497624  .00019039  00000-0  34560-3 0  9994;2 25544  51.6332 290.0154 0004116  64.1640 295.9772 15.49593679538236
2025-11-12T22:26:21.947136+00:00;ISS;1 25544U 98067A   25316.93497624  .00019039  00000-0  34560-3 0  9994;2 25544  51.6332 290.0154 0004116  64.1640 295.9773 15.49593679538237
2025-11-12T05:24:49.657536+00:00;ISS;1 25544U 98067A   25316.22557474  .00019835  00000-0  36009-3 0  9990;2 25544  51.6334 293.5281 0004132  61.4658 298.6746 15.49560899538121
2025-11-11T06:11:47.166720+00:00;ISS;1 25544U 98067A   25315.25818480  .00012468  00000-0  22984-3 0  9991;2 25544  51.6338 298.3179 0004133  57.8977 302.2413 15.49525392537972
2025-11-10T19:21:41.474592+00:00;ISS;1 25544U 98067A   25314.80673003  .00011159  00000-0  20668-3 0  9994;2 25544  51.6337 300.5531 0004137  56.1394 303.9988 15.49512626537902
2025-11-09T23:14:21.578784+00:00;ISS;1 25544U 98067A   25313.96830531  .00008626  00000-0  16179-3 0  9998;2 25544  51.6342 304.7042 0004075  52.7615 307.3745 15.49490024537771
2025-11-08T10:05:23.857728+00:00;ISS;1 25544U 98067A   25312.42041502  .00013418  00000-0  24734-3 0  9991;2 25544  51.6332 312.3676 0004093  47.8963 312.2373 15.49452868537539
2025-11-08T05:26:46.468608+00:00;ISS;1 25544U 98067A   25312.22692672  .00014841  00000-0  27272-3 0  9990;2 25544  51.6343 313.3275 0004298  41.9624 318.1693 15.49446508537504
2025-11-07T10:52:22.194624+00:00;ISS;1 25544U 98067A   25311.45303466  .00013372  00000-0  24333-3 0  9997;2 25544  51.6332 317.1578 0005147  27.3119 332.8140 15.49822938537382
2025-11-07T04:40:57.562752+00:00;ISS;1 25544U 98067A   25311.19511068  .00011482  00000-0  21019-3 0  9995;2 25544  51.6334 318.4356 0005155  25.9626 334.1621 15.49813276537348
2025-11-06T22:29:32.805600+00:00;ISS;1 25544U 98067A   25310.93718525  .00010004  00000-0  18426-3 0  9990;2 25544  51.6334 319.7134 0005156  25.1218 335.0021 15.49804267537306
2025-11-06T22:29:32.804736+00:00;ISS;1 25544U 98067A   25310.93718524  .00010004  00000-0  18426-3 0  9999;2 25544  51.6334 319.7134 0005156  25.1218 335.0021 15.49804267537306
2025-11-06T10:06:42.943104+00:00;ISS;1 25544U 98067A   25310.42133036  .00012321  00000-0  22509-3 0  9993;2 25544  51.6334 322.2688 0005132  23.2406 336.8814 15.49793555537228
2025-11-06T07:01:00.427584+00:00;ISS;1 25544U 98067A   25310.29236606  .00011954  00000-0  21866-3 0  9991;2 25544  51.6335 322.9076 0005124  22.8618 337.2598 15.49789706537203
2025-11-05T21:43:52.717728+00:00;ISS;1 25544U 98067A   25309.90547127  .00011147  00000-0  20455-3 0  9997;2 25544  51.6335 324.8242 0005105  21.4827 338.6376 15.49778705537144
2025-11-04T22:31:02.465472+00:00;ISS;1 25544U 98067A   25308.93822298  .00010846  00000-0  19941-3 0  9997;2 25544  51.6335 329.6155 0005046  18.0946 342.0222 15.49755997536997
2025-11-04T20:58:11.069472+00:00;ISS;1 25544U 98067A   25308.87373923  .00010201  00000-0  18805-3 0  9999;2 25544  51.6335 329.9349 0005043  17.8705 342.2460 15.49753834536985
2025-11-04T13:13:54.016032+00:00;ISS;1 25544U 98067A   25308.55131963  .00010237  00000-0  18874-3 0  9995;2 25544  51.6336 331.5320 0005029  16.6774 343.4380 15.49747070536935
2025-11-04T13:13:54.016032+00:00;ISS;1 25544U 98067A   25308.55131963  .00010237  00000-0  18874-3 0  9995;2 25544  51.6336 331.5320 0005029  16.6774 343.4380 15.49747070536935
2025-11-04T08:35:19.720032+00:00;ISS;1 25544U 98067A   25308.35786713  .00010709  00000-0  19707-3 0  9992;2 25544  51.6336 332.4903 0005031  16.0382 344.0765 15.49743270536903
2025-11-04T03:56:45.386016+00:00;ISS;1 25544U 98067A   25308.16441419  .00010829  00000-0  19922-3 0  9994;2 25544  51.6336 333.4485 0005036  15.3367 344.7773 15.49739341536875
2025-11-03T18:39:36.577152+00:00;ISS;1 25544U 98067A   25307.77750668  .00010400  00000-0  19172-3 0  9991;2 25544  51.6338 335.3649 0005000  13.8862 346.2263 15.49729876536811
2025-11-03T18:39:36.577152+00:00;ISS;1 25544U 98067A   25307.77750668  .00010400  00000-0  19172-3 0  9991;2 25544  51.6338 335.3649 0005000  13.8862 346.2263 15.49729876536811
2025-11-03T12:28:10.587072+00:00;ISS;1 25544U 98067A   25307.51956698  .00010367  00000-0  19118-3 0  9996;2 25544  51.6338 336.6423 0004996  12.8919 347.2196 15.49724627536770
2025-11-02T10:09:34.282944+00:00;ISS;1 25544U 98067A   25306.42331346  .00010070  00000-0  18610-3 0  9999;2 25544  51.6344 342.0717 0004969   8.9436 351.1640 15.49700017536601
2025-11-02T03:58:07.869504+00:00;ISS;1 25544U 98067A   25306.16536886  .00010754  00000-0  19821-3 0  9990;2 25544  51.6344 343.3491 0004949   8.0304 352.0763 15.49695226536563
2025-11-01T12:29:31.512768+00:00;ISS;1 25544U 98067A   25305.52050362  .00011974  00000-0  21987-3 0  9990;2 25544  51.6344 346.5423 0004933   5.4437 354.6605 15.49679820536468
2025-10-31T14:49:27.628032+00:00;ISS;1 25544U 98067A   25304.61768088  .00014957  00000-0  27275-3 0  9990;2 25544  51.6344 351.0134 0004897   1.8672 358.2334 15.49657005536323
2025-10-31T11:43:44.129280+00:00;ISS;1 25544U 98067A   25304.48870520  .00014984  00000-0  27326-3 0  9997;2 25544  51.6345 351.6522 0004895   1.4290 358.6712 15.49652539536300
2025-10-31T03:59:25.206144+00:00;ISS;1 25544U 98067A   25304.16626396  .00017194  00000-0  31236-3 0  9993;2 25544  51.6343 353.2496 0004911 359.9780   0.1208 15.49645314536256
2025-10-30T14:03:38.731680+00:00;ISS;1 25544U 98067A   25303.58586495  .00019707  00000-0  35695-3 0  9998;2 25544  51.6344 356.1236 0004906 357.8004   2.2962 15.49627707536167
2025-10-30T14:03:38.730816+00:00;ISS;1 25544U 98067A   25303.58586494  .00019707  00000-0  35695-3 0  9997;2 25544  51.6344 356.1236 0004906 357.8004   2.2962 15.49627707536167
2025-10-30T04:46:27.396480+00:00;ISS;1 25544U 98067A   25303.19892820  .00018950  00000-0  34377-3 0  9992;2 25544  51.6344 358.0397 0004876 356.3572   3.7380 15.49612377536107
2025-10-29T14:50:39.872256+00:00;ISS;1 25544U 98067A   25302.61851704  .00015001  00000-0  27421-3 0  9990;2 25544  51.6346   0.9133 0004812 353.9136   6.1794 15.49585556536013
2025-10-29T11:44:55.862016+00:00;ISS;1 25544U 98067A   25302.48953544  .00013618  00000-0  24977-3 0  9995;2 25544  51.6347   1.5519 0004808 353.3325   6.7599 15.49579513535999
2025-10-29T04:00:35.664480+00:00;ISS;1 25544U 98067A   25302.16707945  .00014299  00000-0  26191-3 0  9998;2 25544  51.6346   3.1486 0004794 352.0349   8.0563 15.49570566535945
2025-10-28T12:31:54.718176+00:00;ISS;1 25544U 98067A   25301.52216109  .00016210  00000-0  29595-3 0  9990;2 25544  51.6346   6.3420 0004740 349.4592  10.6297 15.49553329535849
2025-10-27T16:24:36.478656+00:00;ISS;1 25544U 98067A   25300.68375554  .00015570  00000-0  28487-3 0  9993;2 25544  51.6344  10.4932 0004705 346.2107  13.8753 15.49527127535714
2025-10-27T16:24:36.477792+00:00;ISS;1 25544U 98067A   25300.68375553  .00015570  00000-0  28487-3 0  9992;2 25544  51.6344  10.4932 0004705 346.2107  13.8753 15.49527127535714
2025-10-27T11:45:59.790240+00:00;ISS;1 25544U 98067A   25300.49027535  .00014988  00000-0  27461-3 0  9998;2 25544  51.6345  11.4513 0004696 345.5380  14.5474 15.49520571535685
2025-10-27T04:01:38.498016+00:00;ISS;1 25544U 98067A   25300.16780669  .00014439  00000-0  26496-3 0  9994;2 25544  51.6344  13.0478 0004676 344.0892  15.9949 15.49510292535638
2025-10-27T04:01:38.498016+00:00;ISS;1 25544U 98067A   25300.16780669  .00014442  00000-0  26500-3 0  9994;2 25544  51.6344  13.0478 0004676 344.0897  15.9944 15.49510295535631
2025-10-26T17:11:32.379072+00:00;ISS;1 25544U 98067A   25299.71634698  .00015600  00000-0  28569-3 0  9996;2 25544  51.6344  15.2829 0004606 341.7148  18.3675 15.49497961535565
2025-10-26T17:11:32.379072+00:00;ISS;1 25544U 98067A   25299.71634698  .00015600  00000-0  28569-3 0  9996;2 25544  51.6344  15.2829 0004606 341.7148  18.3675 15.49497961535565
2025-10-26T12:32:55.377024+00:00;ISS;1 25544U 98067A   25299.52286316  .00015963  00000-0  29221-3 0  9993;2 25544  51.6346  16.2410 0004611 340.9128  19.1687 15.49491948535537
2025-10-26T04:48:33.607008+00:00;ISS;1 25544U 98067A   25299.20038897  .00014793  00000-0  27153-3 0  9999;2 25544  51.6346  17.8374 0004626 339.6878  20.3926 15.49479143535483
2025-10-26T04:48:33.605280+00:00;ISS;1 25544U 98067A   25299.20038895  .00014735  00000-0  27050-3 0  9999;2 25544  51.6346  17.8374 0004636 339.5768  20.5035 15.49479093535488
2025-10-25T16:25:34.302720+00:00;ISS;1 25544U 98067A   25298.68442480  .00016775  00000-0  30693-3 0  9992;2 25544  51.6347  20.3918 0004590 337.4786  22.6000 15.49463260535404
2025-10-25T16:25:34.301856+00:00;ISS;1 25544U 98067A   25298.68442479  .00016775  00000-0  30693-3 0  9990;2 25544  51.6347  20.3918 0004590 337.4786  22.6000 15.49463260535404
2025-10-25T11:46:56.928288+00:00;ISS;1 25544U 98067A   25298.49093667  .00017920  00000-0  32735-3 0  9992;2 25544  51.6347  21.3497 0004524 336.3747  23.7033 15.49457187535374
2025-10-25T04:02:34.514592+00:00;ISS;1 25544U 98067A   25298.16845503  .00018212  00000-0  33268-3 0  9997;2 25544  51.6349  22.9463 0004587 335.6556  24.4216 15.49445289535321
2025-10-25T04:02:34.513728+00:00;ISS;1 25544U 98067A   25298.16845502  .00018212  00000-0  33268-3 0  9996;2 25544  51.6349  22.9463 0004587 335.6556  24.4216 15.49445289535321
2025-10-24T17:12:26.744544+00:00;ISS;1 25544U 98067A   25297.71697621  .00017304  00000-0  31673-3 0  9992;2 25544  51.6348  25.1812 0004562 333.6083  26.4673 15.49427285535256
2025-10-24T17:12:26.743680+00:00;ISS;1 25544U 98067A   25297.71697620  .00017304  00000-0  31673-3 0  9991;2 25544  51.6348  25.1812 0004562 333.6083  26.4673 15.49427285535256
2025-10-24T17:12:26.742816+00:00;ISS;1 25544U 98067A   25297.71697619  .00017304  00000-0  31673-3 0  9999;2 25544  51.6348  25.1812 0004566 333.5945  26.4810 15.49427280535254
2025-10-24T11:00:56.385216+00:00;ISS;1 25544U 98067A   25297.45898594  .00016970  00000-0  31090-3 0  9996;2 25544  51.6348  26.4584 0004544 332.5263  27.5485 15.49417354535219
2025-10-24T06:22:18.513120+00:00;ISS;1 25544U 98067A   25297.26549205  .00018284  00000-0  33435-3 0  9992;2 25544  51.6348  27.4162 0004541 331.6155  28.4586 15.49412039535182
2025-10-23T16:26:24.478656+00:00;ISS;1 25544U 98067A   25296.68500554  .00016678  00000-0  30600-3 0  9997;2 25544  51.6348  30.2896 0004513 329.2720  30.8004 15.49389998535097
2025-10-23T14:53:31.770240+00:00;ISS;1 25544U 98067A   25296.62050660  .00016574  00000-0  30417-3 0  9990;2 25544  51.6347  30.6088 0004517 329.1103  30.9619 15.49387532535085
2025-10-23T14:53:31.770240+00:00;ISS;1 25544U 98067A   25296.62050660  .00016574  00000-0  30417-3 0  9990;2 25544  51.6347  30.6088 0004517 329.1103  30.9619 15.49387532535085
2025-10-22T18:46:05.764224+00:00;ISS;1 25544U 98067A   25295.78201116  .00014649  00000-0  27011-3 0  9997;2 25544  51.6347  34.7593 0004450 325.2388  34.8309 15.49358610534958
2025-10-22T18:46:05.764224+00:00;ISS;1 25544U 98067A   25295.78201116  .00014649  00000-0  27011-3 0  9997;2 25544  51.6347  34.7593 0004450 325.2388  34.8309 15.49358610534958
2025-10-22T12:34:34.430304+00:00;ISS;1 25544U 98067A   25295.52400961  .00014217  00000-0  26248-3 0  9990;2 25544  51.6347  36.0364 0004442 324.2290  35.8401 15.49349875534914
2025-10-22T00:11:31.404768+00:00;ISS;1 25544U 98067A   25295.00800237  .00014857  00000-0  27406-3 0  9990;2 25544  51.6346  38.5904 0004414 322.0877  37.9800 15.49333878534839
2025-10-22T00:11:31.403904+00:00;ISS;1 25544U 98067A   25295.00800236  .00014857  00000-0  27406-3 0  9999;2 25544  51.6346  38.5904 0004414 322.0877  37.9800 15.49333878534839
2025-10-21T19:32:52.647072+00:00;ISS;1 25544U 98067A   25294.81449823  .00015330  00000-0  28257-3 0  9990;2 25544  51.6345  39.5481 0004399 321.1044  38.9628 15.49328243534803
2025-10-21T19:32:52.647072+00:00;ISS;1 25544U 98067A   25294.81449823  .00015330  00000-0  28257-3 0  9990;2 25544  51.6345  39.5481 0004399 321.1043  38.9628 15.49328243534802
2025-10-21T11:48:27.925632+00:00;ISS;1 25544U 98067A   25294.49198988  .00015870  00000-0  29233-3 0  9991;2 25544  51.6347  41.1444 0004397 319.8989  40.1675 15.49317579534754
2025-10-20T18:46:44.835168+00:00;ISS;1 25544U 98067A   25293.78246337  .00016075  00000-0  29626-3 0  9998;2 25544  51.6343  44.6559 0004365 316.7773  43.2873 15.49292312534646
2025-10-20T12:35:12.537888+00:00;ISS;1 25544U 98067A   25293.52445067  .00016775  00000-0  30886-3 0  9998;2 25544  51.6345  45.9331 0004353 315.4174  44.6464 15.49283951534604
2025-10-19T19:33:28.094400+00:00;ISS;1 25544U 98067A   25292.81490850  .00016956  00000-0  31238-3 0  9992;2 25544  51.6338  49.4446 0004294 312.8317  47.2310 15.49258289534498
2025-10-19T19:33:28.085760+00:00;ISS;1 25544U 98067A   25292.81490840  .00017254  00000-0  31772-3 0  9996;2 25544  51.6337  49.4445 0004294 312.8540  47.2087 15.49258736534492
2025-10-19T19:33:28.084896+00:00;ISS;1 25544U 98067A   25292.81490839  .00017254  00000-0  31772-3 0  9994;2 25544  51.6337  49.4445 0004294 312.8540  47.2087 15.49258736534492
2025-10-19T11:49:02.087328+00:00;ISS;1 25544U 98067A   25292.49238527  .00016769  00000-0  30915-3 0  9990;2 25544  51.6341  51.0415 0004290 310.7772  49.2843 15.49246617534445
2025-10-19T04:04:35.873760+00:00;ISS;1 25544U 98067A   25292.16985965  .00018430  00000-0  33901-3 0  9994;2 25544  51.6340  52.6382 0004293 309.5467  50.5142 15.49237190534391
2025-10-18T17:14:22.848000+00:00;ISS;1 25544U 98067A   25291.71832000  .00014519  00000-0  26911-3 0  9992;2 25544  51.6337  54.8721 0004385 308.4952  51.5642 15.49218134534323
2025-10-18T01:45:29.200896+00:00;ISS;1 25544U 98067A   25291.07325464  .00013628  00000-0  25328-3 0  9993;2 25544  51.6337  58.0643 0004254 304.7888  55.2700 15.49199814534222
2025-10-18T01:45:29.200032+00:00;ISS;1 25544U 98067A   25291.07325463  .00013628  00000-0  25328-3 0  9992;2 25544  51.6337  58.0643 0004254 304.7888  55.2700 15.49199814534222
